Rank,Company,Market Cap
1,"ASML Holding N.V.
ASML",$393.35 B
2,"AIRBUS SE
LON-0KVV",$187.43 B
3,"Prosus N.V.
AMS-PRX",$152.44 B
4,"ING Groep N.V.
ING",$68.37 B
5,"NXP Semiconductors N.V.
NXPI",$54.77 B
6,"Adyen N.V.
OTC-ADYEY",$53.43 B
7,"Universal Music Group N.V.
AMS-UMG",$50.48 B
8,"argenx SE
ARGX",$49.95 B
9,"Heineken N.V.
AMS-HEIA",$43.97 B
10,"Ferrovial SE
LON-0P2N",$43.86 B
