Rank,Company,Market Cap
1,"LVMH
EPA-MC",$346.44 B
2,"HERMES INTL
EPA-RMS",$265.83 B
3,"L'OREAL
EPA-OR",$236.24 B
4,"Schneider Electric SE
LON-0NWV",$162.31 B
5,"ESSILORLUXOTTICA
EPA-EL",$145.26 B
6,"SAFRAN
EPA-SAF",$144.53 B
7,"TotalEnergies SE
TTE",$131.15 B
8,"Sanofi
SNY",$119.3 B
9,"CHRISTIAN DIOR
EPA-CDI",$117.04 B
10,"AIR LIQUIDE
EPA-AI",$115.21 B
