Rank,Company,Market Cap
1,"ASML Holding N.V.
ASML",$378.21 B
2,"AIRBUS SE
LON-0KVV",$184.52 B
3,"Prosus N.V.
AMS-PRX",$153.4 B
4,"ING Groep N.V.
ING",$68.41 B
5,"NXP Semiconductors N.V.
NXPI",$54.63 B
6,"Adyen N.V.
OTC-ADYEY",$53.9 B
7,"Universal Music Group N.V.
AMS-UMG",$49.42 B
8,"argenx SE
ARGX",$49.4 B
9,"Heineken N.V.
AMS-HEIA",$42.97 B
10,"Ferrovial SE
LON-0P2N",$42.86 B
