Rank,Company,Market Cap
1,"LVMH
EPA-MC",$310.28 B
2,"HERMES INTL
EPA-RMS",$247.3 B
3,"L'OREAL
EPA-OR",$227.9 B
4,"Schneider Electric SE
LON-0NWV",$160.2 B
5,"ESSILORLUXOTTICA
EPA-EL",$146.29 B
6,"SAFRAN
EPA-SAF",$143.89 B
7,"TotalEnergies SE
TTE",$124.88 B
8,"Sanofi
SNY",$118.49 B
9,"AIR LIQUIDE
EPA-AI",$114.18 B
10,"CHRISTIAN DIOR
EPA-CDI",$105.56 B
