Rank,Company,Market Cap
1,"TSMC
TSM",$1.2 T
2,"Hon Hai Precision Industry
TPE-2317",$96.21 B
3,"Delta Electronics
TPE-2308",$87 B
4,"MediaTek
TPE-2454",$68.15 B
5,"Fubon Financial Holding
TPE-2881",$39.99 B
6,"Quanta Computer
TPE-2382",$36.91 B
7,"Chunghwa Telecom
CHT",$33.48 B
8,"Cathay Financial Holding
TPE-2882",$31.15 B
9,"CTBC Financial Holding
TPE-2891",$26.93 B
10,"ASE Technology Holding
ASX",$24.01 B
