Rank,Company,Market Cap
1,"LVMH
EPA-MC",$308.35 B
2,"HERMES INTL
EPA-RMS",$247.32 B
3,"L'OREAL
EPA-OR",$228.79 B
4,"Schneider Electric SE
LON-0NWV",$160.71 B
5,"ESSILORLUXOTTICA
EPA-EL",$146.16 B
6,"SAFRAN
EPA-SAF",$145.72 B
7,"TotalEnergies SE
TTE",$126.11 B
8,"Sanofi
SNY",$118.38 B
9,"AIR LIQUIDE
EPA-AI",$115.2 B
10,"CHRISTIAN DIOR
EPA-CDI",$104.4 B
